"COLONY-FORMING CELL","PLASMA CELL"
"COLONY-FORMING CELL","CANCER CELL"
"COLONY-FORMING CELL","EPITHELIAL CELL"
"COLONY-FORMING CELL","LUMINAL CELL"
"COLONY-FORMING CELL","FIBROBLAST"
"COLONY-FORMING CELL","MACROPHAGE"
"COLONY-FORMING CELL","MYELOID CELL"
"COLONY-FORMING CELL","B CELL"
"COLONY-FORMING CELL","NEURON"
"COLONY-FORMING CELL","BASAL CELL"
"COLONY-FORMING CELL","STEM CELL"
"COLONY-FORMING CELL","T CELL"
"COLONY-FORMING CELL","PROSTATE STEM CELL"
"COLONY-FORMING CELL","NEUTROPHIL"
"COLONY-FORMING CELL","ENDOTHELIAL CELL"
"COLONY-FORMING CELL","NEUROENDOCRINE CELL"
"COLONY-FORMING CELL","LNCAP CELL"
"COLONY-FORMING CELL","DENTATE GRANULE CELL"
"COLONY-FORMING CELL","SMOOTH MUSCLE CELL"
"COLONY-FORMING CELL","MESENCHYMAL CELL"
"COLONY-FORMING CELL","NATURAL KILLER CELL"
"COLONY-FORMING CELL","EARLY TRANSIT-AMPLIFYING PROSTATE EPITHELIAL CELL"
"COLONY-FORMING CELL","LATE TRANSIT-AMPLIFYING PROSTATE EPITHELIAL CELL"
"COLONY-FORMING CELL","CANCER-ASSOCIATED FIBROBLAST"
"NEUTROPHIL","CANCER STEM CELL"
"NEUTROPHIL","PROGENITOR CELL"
"NEUTROPHIL","LUMINAL EPITHELIAL CELL"
"NEUTROPHIL","PLASMA CELL"
"NEUTROPHIL","CANCER CELL"
"NEUTROPHIL","EPITHELIAL CELL"
"NEUTROPHIL","LUMINAL CELL"
"NEUTROPHIL","FIBROBLAST"
"NEUTROPHIL","MACROPHAGE"
"NEUTROPHIL","MYELOID CELL"
"NEUTROPHIL","B CELL"
"NEUTROPHIL","NEURON"
"NEUTROPHIL","BASAL CELL"
"NEUTROPHIL","STEM CELL"
"NEUTROPHIL","T CELL"
"NEUTROPHIL","PROSTATE STEM CELL"
"NEUTROPHIL","COLONY-FORMING CELL"
"NEUTROPHIL","ENDOTHELIAL CELL"
"NEUTROPHIL","NEUROENDOCRINE CELL"
"NEUTROPHIL","LNCAP CELL"
"NEUTROPHIL","DENTATE GRANULE CELL"
"NEUTROPHIL","SMOOTH MUSCLE CELL"
"NEUTROPHIL","MESENCHYMAL CELL"
"NEUTROPHIL","NATURAL KILLER CELL"
