161,230
161,169
161,168
162,167
162,166
162,165
163,227
163,228
163,170
164,165
164,219
164,220
165,164
165,219
165,220
166,167
166,219
166,220
167,166
167,162
167,219
168,229
168,169
168,230
169,168
169,229
169,230
170,163
170,223
170,224
217,218
217,227
217,228
218,217
218,227
218,228
219,220
219,166
219,167
220,219
220,166
220,167
221,222
221,219
221,220
222,221
222,219
222,220
223,224
223,225
223,226
224,223
224,225
224,226
225,226
225,223
225,224
226,225
226,223
226,224
227,228
227,163
227,217
228,227
228,163
228,217
229,168
229,169
229,230
230,161
230,169
230,168
171,172
171,173
171,174
172,171
172,173
172,174
173,174
173,171
173,172
174,173
174,171
174,172
175,176
175,188
175,183
176,175
176,188
176,183
177,178
177,192
177,185
178,177
178,192
178,185
179,180
179,187
179,177
180,179
180,187
180,177
181,182
181,185
181,184
182,181
182,185
182,184
183,188
183,185
183,184
184,188
184,185
184,183
185,183
185,188
185,184
186,193
186,171
186,172
187,190
187,189
187,191
188,183
188,185
188,184
189,190
189,187
189,191
190,189
190,191
190,187
191,190
191,189
191,187
192,177
192,178
192,185
193,186
193,194
193,173
194,193
194,186
194,173
0,3
0,1
0,2
1,2
1,0
1,3
2,7
2,1
2,3
3,0
3,4
3,2
4,5
4,3
4,6
5,6
5,4
5,3
6,5
6,4
6,3
7,2
7,8
7,1
8,9
8,7
8,155
9,155
9,156
9,8
10,1
10,155
10,156
11,12
11,13
11,39
12,11
12,13
12,39
13,41
13,14
13,39
14,15
14,13
14,41
15,14
15,16
15,17
16,17
16,18
16,15
17,16
17,18
17,19
18,19
18,17
18,16
19,18
19,17
19,21
20,149
20,150
20,22
21,19
21,18
21,149
22,23
22,149
22,150
23,22
23,25
23,24
24,25
24,26
24,27
25,28
25,24
25,29
26,27
26,24
26,28
27,26
27,29
27,28
28,29
28,25
28,30
29,28
29,30
29,27
30,29
30,37
30,28
31,33
31,34
31,153
32,33
32,31
32,34
33,32
33,34
33,31
34,33
34,31
34,159
35,159
35,160
35,34
36,37
36,153
36,154
37,30
37,36
37,153
38,39
38,41
38,40
39,38
39,41
39,13
40,38
40,41
40,39
41,38
41,39
41,40
42,43
42,44
42,45
43,42
43,44
43,45
44,43
44,45
44,42
45,46
45,44
45,43
46,45
46,44
46,43
149,150
149,20
149,22
150,149
150,20
150,22
151,152
151,29
151,28
152,151
152,29
152,28
153,154
153,37
153,36
154,153
154,37
154,36
155,156
155,9
155,8
156,155
156,9
156,8
157,158
157,155
157,156
158,157
158,155
158,156
159,160
159,34
159,35
160,159
160,34
160,35
47,48
47,64
47,49
48,47
48,64
48,49
49,50
49,47
49,48
50,49
50,47
50,48
51,52
51,65
51,66
52,51
52,65
52,66
53,54
53,67
53,61
54,53
54,67
54,61
55,56
55,70
55,61
56,55
56,70
56,61
57,58
57,66
57,60
58,57
58,66
58,60
59,69
59,68
59,49
60,66
60,57
60,58
61,55
61,56
61,53
62,63
62,69
62,68
63,65
63,62
63,68
64,47
64,48
64,51
65,63
65,51
65,52
66,60
66,51
66,52
67,53
67,54
67,60
68,69
68,63
68,62
69,68
69,62
69,63
70,55
70,56
70,61
195,196
195,210
195,211
196,195
196,210
196,211
197,198
197,210
197,195
198,197
198,210
198,195
199,200
199,201
199,202
200,199
200,201
200,202
201,202
201,199
201,200
202,201
202,199
202,200
203,204
203,205
203,206
204,203
204,205
204,206
205,206
205,203
205,204
206,205
206,203
206,204
207,208
207,205
207,206
208,207
208,205
208,206
209,213
209,214
209,215
210,195
210,196
210,211
211,201
211,202
211,210
212,211
212,210
212,201
213,214
213,209
213,208
214,213
214,209
214,199
215,209
215,199
215,200
216,203
216,204
216,205
71,72
71,112
71,94
72,71
72,112
72,94
73,74
73,91
73,92
74,73
74,91
74,92
75,76
75,111
75,103
76,75
76,111
76,103
77,78
77,106
77,104
78,77
78,106
78,104
79,112
79,96
79,99
80,108
80,110
80,116
81,124
81,82
81,83
82,83
82,85
82,124
83,84
83,82
83,122
84,83
84,122
84,82
85,86
85,82
85,123
86,85
86,88
86,87
87,88
87,89
87,86
88,87
88,86
88,85
89,90
89,91
89,87
90,91
90,89
90,92
91,90
91,92
91,73
92,91
92,90
92,73
93,121
93,73
93,74
94,95
94,71
94,72
95,96
95,120
95,94
96,120
96,95
96,79
97,99
97,98
97,79
98,99
98,97
98,79
99,98
99,97
99,79
100,114
100,104
100,115
101,105
101,102
101,100
102,105
102,103
102,75
103,102
103,75
103,76
104,77
104,78
104,75
105,102
105,103
105,101
106,116
106,77
106,78
107,111
107,75
107,76
108,116
108,80
108,106
109,110
109,80
109,117
110,109
110,80
110,117
111,75
111,76
111,107
112,79
112,71
112,72
113,114
113,115
113,100
114,115
114,100
114,113
115,114
115,113
115,100
116,106
116,108
116,80
117,111
117,107
117,75
118,119
118,120
118,116
119,118
119,120
119,77
120,96
120,95
120,119
121,73
121,74
121,93
122,84
122,83
122,82
123,85
123,122
123,82
124,81
124,82
124,83
125,97
125,114
125,115
126,127
126,128
126,129
127,126
127,128
127,129
128,129
128,126
128,127
129,128
129,126
129,127
130,131
130,128
130,129
131,130
131,128
131,129
132,133
132,148
132,136
133,132
133,148
133,136
134,135
134,140
134,143
135,134
135,140
135,143
136,137
136,148
136,147
137,136
137,148
137,147
138,139
138,143
138,144
139,143
139,138
139,144
140,134
140,135
140,143
141,146
141,143
141,139
142,147
142,136
142,137
143,139
143,138
143,141
144,138
144,145
144,139
145,144
145,138
145,139
146,141
146,143
146,134
147,142
147,136
147,137
148,136
148,137
148,132
